Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6687,8408,15095,Donhee(ST),MMR005037
 Grade 1,923,761,1684,Donhee(ST),MMR005037
 Grade 2,714,524,1238,Donhee(ST),MMR005037
 Grade 3,677,472,1149,Donhee(ST),MMR005037
 Grade 4,560,328,888,Donhee(ST),MMR005037
 Grade 5,502,273,775,Donhee(ST),MMR005037
 Grade 6,185,92,277,Donhee(ST),MMR005037
 Grade 7,164,67,231,Donhee(ST),MMR005037
 Grade 8,141,55,196,Donhee(ST),MMR005037
 Grade 9,121,45,166,Donhee(ST),MMR005037
 Grade 10,98,15,113,Donhee(ST),MMR005037
 Grade 11,80,20,100,Donhee(ST),MMR005037
 College,20,3,23,Donhee(ST),MMR005037
 Vocational training,1,-,1,Donhee(ST),MMR005037
 Undergraduate diploma,11,7,18,Donhee(ST),MMR005037
 Graduate,29,23,52,Donhee(ST),MMR005037
 Master degree,-,1,1,Donhee(ST),MMR005037
 Total,10913,11094,22007,Donhee(ST),MMR005037
