Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,11414,12186,23600,Kyaiklatt,MMR017025
 Grade 1,3700,3559,7259,Kyaiklatt,MMR017025
 Grade 2,4077,5048,9125,Kyaiklatt,MMR017025
 Grade 3,5968,7890,13858,Kyaiklatt,MMR017025
 Grade 4,10671,12579,23250,Kyaiklatt,MMR017025
 Grade 5,22753,24705,47458,Kyaiklatt,MMR017025
 Grade 6,5155,4620,9775,Kyaiklatt,MMR017025
 Grade 7,4378,3372,7750,Kyaiklatt,MMR017025
 Grade 8,4511,3263,7774,Kyaiklatt,MMR017025
 Grade 9,3938,2858,6796,Kyaiklatt,MMR017025
 Grade 10,3889,3337,7226,Kyaiklatt,MMR017025
 Grade 11,1724,1464,3188,Kyaiklatt,MMR017025
 College,818,829,1647,Kyaiklatt,MMR017025
 Vocational training,33,33,66,Kyaiklatt,MMR017025
 Undergraduate diploma,105,85,190,Kyaiklatt,MMR017025
 Graduate,1390,2576,3966,Kyaiklatt,MMR017025
 Postgraduate diploma,17,35,52,Kyaiklatt,MMR017025
 Master degree,5,26,31,Kyaiklatt,MMR017025
 PhD,-,2,2,Kyaiklatt,MMR017025
 Other,1030,730,1760,Kyaiklatt,MMR017025
 Total,85576,89197,174773,Kyaiklatt,MMR017025
