Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5202,7147,12349,Singaing,MMR010014
 Grade 1,1782,1952,3734,Singaing,MMR010014
 Grade 2,2646,3764,6410,Singaing,MMR010014
 Grade 3,3874,5464,9338,Singaing,MMR010014
 Grade 4,8431,11024,19455,Singaing,MMR010014
 Grade 5,12170,14813,26983,Singaing,MMR010014
 Grade 6,4061,4054,8115,Singaing,MMR010014
 Grade 7,3932,3492,7424,Singaing,MMR010014
 Grade 8,4469,3447,7916,Singaing,MMR010014
 Grade 9,4178,3130,7308,Singaing,MMR010014
 Grade 10,4919,4140,9059,Singaing,MMR010014
 Grade 11,1800,1549,3349,Singaing,MMR010014
 College,1416,1284,2700,Singaing,MMR010014
 Vocational training,181,75,256,Singaing,MMR010014
 Undergraduate diploma,333,112,445,Singaing,MMR010014
 Graduate,3159,4210,7369,Singaing,MMR010014
 Postgraduate diploma,53,129,182,Singaing,MMR010014
 Master degree,65,185,250,Singaing,MMR010014
 PhD,13,31,44,Singaing,MMR010014
 Other,2275,1776,4051,Singaing,MMR010014
 Total,64959,71778,136737,Singaing,MMR010014
