Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,15451,18089,33540,Mineyan,MMR016003
 Grade 1,1651,862,2513,Mineyan,MMR016003
 Grade 2,1474,718,2192,Mineyan,MMR016003
 Grade 3,1122,638,1760,Mineyan,MMR016003
 Grade 4,996,513,1509,Mineyan,MMR016003
 Grade 5,693,432,1125,Mineyan,MMR016003
 Grade 6,531,373,904,Mineyan,MMR016003
 Grade 7,380,245,625,Mineyan,MMR016003
 Grade 8,289,148,437,Mineyan,MMR016003
 Grade 9,328,203,531,Mineyan,MMR016003
 Grade 10,173,124,297,Mineyan,MMR016003
 Grade 11,196,192,388,Mineyan,MMR016003
 College,108,59,167,Mineyan,MMR016003
 Vocational training,12,9,21,Mineyan,MMR016003
 Undergraduate diploma,18,8,26,Mineyan,MMR016003
 Graduate,151,101,252,Mineyan,MMR016003
 Postgraduate diploma,3,5,8,Mineyan,MMR016003
 Master degree,12,-,12,Mineyan,MMR016003
 PhD,-,1,1,Mineyan,MMR016003
 Other,647,232,879,Mineyan,MMR016003
 Total,24235,22952,47187,Mineyan,MMR016003
