Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7638,16923,24561,Kyauktaw,MMR012004
 Grade 1,3082,3626,6708,Kyauktaw,MMR012004
 Grade 2,3786,6004,9790,Kyauktaw,MMR012004
 Grade 3,6018,9728,15746,Kyauktaw,MMR012004
 Grade 4,8868,11815,20683,Kyauktaw,MMR012004
 Grade 5,13630,14778,28408,Kyauktaw,MMR012004
 Grade 6,5435,5390,10825,Kyauktaw,MMR012004
 Grade 7,4490,4068,8558,Kyauktaw,MMR012004
 Grade 8,4427,3647,8074,Kyauktaw,MMR012004
 Grade 9,4327,3759,8086,Kyauktaw,MMR012004
 Grade 10,2471,2171,4642,Kyauktaw,MMR012004
 Grade 11,3310,2926,6236,Kyauktaw,MMR012004
 College,825,649,1474,Kyauktaw,MMR012004
 Vocational training,97,48,145,Kyauktaw,MMR012004
 Undergraduate diploma,197,81,278,Kyauktaw,MMR012004
 Graduate,1393,1709,3102,Kyauktaw,MMR012004
 Postgraduate diploma,63,89,152,Kyauktaw,MMR012004
 Master degree,26,9,35,Kyauktaw,MMR012004
 PhD,4,2,6,Kyauktaw,MMR012004
 Other,181,90,271,Kyauktaw,MMR012004
 Total,70268,87512,157780,Kyauktaw,MMR012004
