Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,13040,18557,31597,Mawlamyinegyun,MMR017018
 Grade 1,5341,5559,10900,Mawlamyinegyun,MMR017018
 Grade 2,5796,7125,12921,Mawlamyinegyun,MMR017018
 Grade 3,9044,12136,21180,Mawlamyinegyun,MMR017018
 Grade 4,12779,15697,28476,Mawlamyinegyun,MMR017018
 Grade 5,33157,34989,68146,Mawlamyinegyun,MMR017018
 Grade 6,9068,7743,16811,Mawlamyinegyun,MMR017018
 Grade 7,7370,5504,12874,Mawlamyinegyun,MMR017018
 Grade 8,7085,4700,11785,Mawlamyinegyun,MMR017018
 Grade 9,7340,5082,12422,Mawlamyinegyun,MMR017018
 Grade 10,5757,4458,10215,Mawlamyinegyun,MMR017018
 Grade 11,5485,4736,10221,Mawlamyinegyun,MMR017018
 College,1513,1380,2893,Mawlamyinegyun,MMR017018
 Vocational training,57,34,91,Mawlamyinegyun,MMR017018
 Undergraduate diploma,292,195,487,Mawlamyinegyun,MMR017018
 Graduate,2382,4036,6418,Mawlamyinegyun,MMR017018
 Postgraduate diploma,62,88,150,Mawlamyinegyun,MMR017018
 Master degree,12,31,43,Mawlamyinegyun,MMR017018
 PhD,7,5,12,Mawlamyinegyun,MMR017018
 Other,11640,10485,22125,Mawlamyinegyun,MMR017018
 Total,137227,142540,279767,Mawlamyinegyun,MMR017018
