Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5131,7822,12953,Kani,MMR005017
 Grade 1,1993,2367,4360,Kani,MMR005017
 Grade 2,2333,3209,5542,Kani,MMR005017
 Grade 3,3508,5020,8528,Kani,MMR005017
 Grade 4,6778,8692,15470,Kani,MMR005017
 Grade 5,15329,18050,33379,Kani,MMR005017
 Grade 6,3640,3928,7568,Kani,MMR005017
 Grade 7,3313,3234,6547,Kani,MMR005017
 Grade 8,3662,3138,6800,Kani,MMR005017
 Grade 9,3113,2747,5860,Kani,MMR005017
 Grade 10,3764,3462,7226,Kani,MMR005017
 Grade 11,1134,991,2125,Kani,MMR005017
 College,969,997,1966,Kani,MMR005017
 Vocational training,56,54,110,Kani,MMR005017
 Undergraduate diploma,82,66,148,Kani,MMR005017
 Graduate,1476,2249,3725,Kani,MMR005017
 Postgraduate diploma,26,43,69,Kani,MMR005017
 Master degree,17,48,65,Kani,MMR005017
 PhD,1,2,3,Kani,MMR005017
 Other,367,343,710,Kani,MMR005017
 Total,56692,66462,123154,Kani,MMR005017
