Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1317,1143,2460,Monehta(ST),MMR016008
 Grade 1,124,76,200,Monehta(ST),MMR016008
 Grade 2,146,69,215,Monehta(ST),MMR016008
 Grade 3,146,66,212,Monehta(ST),MMR016008
 Grade 4,97,15,112,Monehta(ST),MMR016008
 Grade 5,92,15,107,Monehta(ST),MMR016008
 Grade 6,63,16,79,Monehta(ST),MMR016008
 Grade 7,41,11,52,Monehta(ST),MMR016008
 Grade 8,24,7,31,Monehta(ST),MMR016008
 Grade 9,31,12,43,Monehta(ST),MMR016008
 Grade 10,30,8,38,Monehta(ST),MMR016008
 Grade 11,8,4,12,Monehta(ST),MMR016008
 College,3,4,7,Monehta(ST),MMR016008
 Vocational training,3,-,3,Monehta(ST),MMR016008
 Undergraduate diploma,2,1,3,Monehta(ST),MMR016008
 Graduate,21,5,26,Monehta(ST),MMR016008
 Postgraduate diploma,1,3,4,Monehta(ST),MMR016008
 Other,36,17,53,Monehta(ST),MMR016008
 Total,2185,1472,3657,Monehta(ST),MMR016008
