Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9425,11113,20538,Twantay,MMR013027
 Grade 1,5279,5905,11184,Twantay,MMR013027
 Grade 2,6885,8457,15342,Twantay,MMR013027
 Grade 3,9474,11349,20823,Twantay,MMR013027
 Grade 4,13395,15284,28679,Twantay,MMR013027
 Grade 5,19277,20074,39351,Twantay,MMR013027
 Grade 6,6108,5746,11854,Twantay,MMR013027
 Grade 7,5310,4458,9768,Twantay,MMR013027
 Grade 8,5867,4555,10422,Twantay,MMR013027
 Grade 9,5292,4027,9319,Twantay,MMR013027
 Grade 10,7406,6232,13638,Twantay,MMR013027
 Grade 11,2915,2451,5366,Twantay,MMR013027
 College,1545,1520,3065,Twantay,MMR013027
 Vocational training,72,118,190,Twantay,MMR013027
 Undergraduate diploma,216,179,395,Twantay,MMR013027
 Graduate,2142,3611,5753,Twantay,MMR013027
 Postgraduate diploma,49,174,223,Twantay,MMR013027
 Master degree,29,33,62,Twantay,MMR013027
 PhD,5,3,8,Twantay,MMR013027
 Other,241,170,411,Twantay,MMR013027
 Total,100932,105459,206391,Twantay,MMR013027
