Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8861,14590,23451,Hinthada,MMR017008
 Grade 1,4659,5132,9791,Hinthada,MMR017008
 Grade 2,6147,7805,13952,Hinthada,MMR017008
 Grade 3,9377,13182,22559,Hinthada,MMR017008
 Grade 4,13769,18481,32250,Hinthada,MMR017008
 Grade 5,38966,47341,86307,Hinthada,MMR017008
 Grade 6,9000,8692,17692,Hinthada,MMR017008
 Grade 7,7869,6609,14478,Hinthada,MMR017008
 Grade 8,8949,6600,15549,Hinthada,MMR017008
 Grade 9,9943,6886,16829,Hinthada,MMR017008
 Grade 10,8829,6734,15563,Hinthada,MMR017008
 Grade 11,8452,7371,15823,Hinthada,MMR017008
 College,2938,3053,5991,Hinthada,MMR017008
 Vocational training,363,391,754,Hinthada,MMR017008
 Undergraduate diploma,547,360,907,Hinthada,MMR017008
 Graduate,5021,9007,14028,Hinthada,MMR017008
 Postgraduate diploma,153,378,531,Hinthada,MMR017008
 Master degree,91,395,486,Hinthada,MMR017008
 PhD,32,66,98,Hinthada,MMR017008
 Other,2052,2201,4253,Hinthada,MMR017008
 Total,146018,165274,311292,Hinthada,MMR017008
