Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3950,7064,11014,Ingapu,MMR017013
 Grade 1,3021,3217,6238,Ingapu,MMR017013
 Grade 2,3929,4867,8796,Ingapu,MMR017013
 Grade 3,5965,8148,14113,Ingapu,MMR017013
 Grade 4,8625,11254,19879,Ingapu,MMR017013
 Grade 5,25067,29432,54499,Ingapu,MMR017013
 Grade 6,5638,5302,10940,Ingapu,MMR017013
 Grade 7,4800,4055,8855,Ingapu,MMR017013
 Grade 8,5145,3740,8885,Ingapu,MMR017013
 Grade 9,5116,3659,8775,Ingapu,MMR017013
 Grade 10,4306,3423,7729,Ingapu,MMR017013
 Grade 11,4521,3982,8503,Ingapu,MMR017013
 College,1286,1286,2572,Ingapu,MMR017013
 Vocational training,81,51,132,Ingapu,MMR017013
 Undergraduate diploma,193,127,320,Ingapu,MMR017013
 Graduate,2130,3429,5559,Ingapu,MMR017013
 Postgraduate diploma,44,85,129,Ingapu,MMR017013
 Master degree,44,47,91,Ingapu,MMR017013
 PhD,5,2,7,Ingapu,MMR017013
 Other,9366,9854,19220,Ingapu,MMR017013
 Total,93232,103024,196256,Ingapu,MMR017013
