Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,22636,29611,52247,Bago,MMR007001
 Grade 1,7229,7502,14731,Bago,MMR007001
 Grade 2,10191,13122,23313,Bago,MMR007001
 Grade 3,14499,20274,34773,Bago,MMR007001
 Grade 4,19609,26981,46590,Bago,MMR007001
 Grade 5,35280,41677,76957,Bago,MMR007001
 Grade 6,14025,15309,29334,Bago,MMR007001
 Grade 7,12229,11419,23648,Bago,MMR007001
 Grade 8,13831,11347,25178,Bago,MMR007001
 Grade 9,15735,11136,26871,Bago,MMR007001
 Grade 10,15034,11408,26442,Bago,MMR007001
 Grade 11,15343,11972,27315,Bago,MMR007001
 College,5246,4723,9969,Bago,MMR007001
 Vocational training,214,139,353,Bago,MMR007001
 Undergraduate diploma,1086,436,1522,Bago,MMR007001
 Graduate,11206,16453,27659,Bago,MMR007001
 Postgraduate diploma,215,440,655,Bago,MMR007001
 Master degree,175,385,560,Bago,MMR007001
 PhD,44,63,107,Bago,MMR007001
 Other,274,197,471,Bago,MMR007001
 Total,214101,234594,448695,Bago,MMR007001
