Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5979,9660,15639,Mawlamyine,MMR011001
 Grade 1,3986,4643,8629,Mawlamyine,MMR011001
 Grade 2,5449,6820,12269,Mawlamyine,MMR011001
 Grade 3,7203,9304,16507,Mawlamyine,MMR011001
 Grade 4,9479,12364,21843,Mawlamyine,MMR011001
 Grade 5,15820,18537,34357,Mawlamyine,MMR011001
 Grade 6,9755,9600,19355,Mawlamyine,MMR011001
 Grade 7,8931,7931,16862,Mawlamyine,MMR011001
 Grade 8,9851,8096,17947,Mawlamyine,MMR011001
 Grade 9,11965,8820,20785,Mawlamyine,MMR011001
 Grade 10,11340,9073,20413,Mawlamyine,MMR011001
 Grade 11,11160,9933,21093,Mawlamyine,MMR011001
 College,4874,4916,9790,Mawlamyine,MMR011001
 Vocational training,290,189,479,Mawlamyine,MMR011001
 Undergraduate diploma,840,349,1189,Mawlamyine,MMR011001
 Graduate,9882,17716,27598,Mawlamyine,MMR011001
 Postgraduate diploma,213,454,667,Mawlamyine,MMR011001
 Master degree,211,643,854,Mawlamyine,MMR011001
 PhD,73,112,185,Mawlamyine,MMR011001
 Other,264,153,417,Mawlamyine,MMR011001
 Total,127565,139313,266878,Mawlamyine,MMR011001
