Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,13093,14904,27997,Tamoenye(ST),MMR015011
 Grade 1,2044,1806,3850,Tamoenye(ST),MMR015011
 Grade 2,2558,2194,4752,Tamoenye(ST),MMR015011
 Grade 3,2918,2273,5191,Tamoenye(ST),MMR015011
 Grade 4,2682,2152,4834,Tamoenye(ST),MMR015011
 Grade 5,2884,2344,5228,Tamoenye(ST),MMR015011
 Grade 6,1957,1609,3566,Tamoenye(ST),MMR015011
 Grade 7,1730,1424,3154,Tamoenye(ST),MMR015011
 Grade 8,825,806,1631,Tamoenye(ST),MMR015011
 Grade 9,788,790,1578,Tamoenye(ST),MMR015011
 Grade 10,712,782,1494,Tamoenye(ST),MMR015011
 Grade 11,379,408,787,Tamoenye(ST),MMR015011
 College,107,101,208,Tamoenye(ST),MMR015011
 Vocational training,8,6,14,Tamoenye(ST),MMR015011
 Undergraduate diploma,14,22,36,Tamoenye(ST),MMR015011
 Graduate,153,198,351,Tamoenye(ST),MMR015011
 Postgraduate diploma,10,35,45,Tamoenye(ST),MMR015011
 Master degree,6,3,9,Tamoenye(ST),MMR015011
 PhD,1,-,1,Tamoenye(ST),MMR015011
 Other,30,1,31,Tamoenye(ST),MMR015011
 Total,32899,31858,64757,Tamoenye(ST),MMR015011
