Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,124,231,355,Naungmoon,MMR001017
 Grade 1,122,124,246,Naungmoon,MMR001017
 Grade 2,131,134,265,Naungmoon,MMR001017
 Grade 3,121,171,292,Naungmoon,MMR001017
 Grade 4,149,171,320,Naungmoon,MMR001017
 Grade 5,273,267,540,Naungmoon,MMR001017
 Grade 6,188,163,351,Naungmoon,MMR001017
 Grade 7,204,141,345,Naungmoon,MMR001017
 Grade 8,185,124,309,Naungmoon,MMR001017
 Grade 9,181,193,374,Naungmoon,MMR001017
 Grade 10,233,245,478,Naungmoon,MMR001017
 Grade 11,285,294,579,Naungmoon,MMR001017
 College,24,25,49,Naungmoon,MMR001017
 Vocational training,4,-,4,Naungmoon,MMR001017
 Undergraduate diploma,3,3,6,Naungmoon,MMR001017
 Graduate,68,36,104,Naungmoon,MMR001017
 Postgraduate diploma,1,1,2,Naungmoon,MMR001017
 Master degree,1,-,1,Naungmoon,MMR001017
 PhD,-,1,1,Naungmoon,MMR001017
 Other,3,3,6,Naungmoon,MMR001017
 Total,2300,2327,4627,Naungmoon,MMR001017
