Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3577,4472,8049,Minelon(ST),MMR015012
 Grade 1,690,608,1298,Minelon(ST),MMR015012
 Grade 2,781,697,1478,Minelon(ST),MMR015012
 Grade 3,1044,1103,2147,Minelon(ST),MMR015012
 Grade 4,974,1010,1984,Minelon(ST),MMR015012
 Grade 5,1647,1944,3591,Minelon(ST),MMR015012
 Grade 6,514,560,1074,Minelon(ST),MMR015012
 Grade 7,302,379,681,Minelon(ST),MMR015012
 Grade 8,270,301,571,Minelon(ST),MMR015012
 Grade 9,344,299,643,Minelon(ST),MMR015012
 Grade 10,147,151,298,Minelon(ST),MMR015012
 Grade 11,239,279,518,Minelon(ST),MMR015012
 College,60,67,127,Minelon(ST),MMR015012
 Vocational training,8,2,10,Minelon(ST),MMR015012
 Undergraduate diploma,3,7,10,Minelon(ST),MMR015012
 Graduate,84,132,216,Minelon(ST),MMR015012
 Postgraduate diploma,1,4,5,Minelon(ST),MMR015012
 Other,194,73,267,Minelon(ST),MMR015012
 Total,10879,12088,22967,Minelon(ST),MMR015012
