Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3589,4322,7911,Kamma,MMR009015
 Grade 1,861,824,1685,Kamma,MMR009015
 Grade 2,1166,1482,2648,Kamma,MMR009015
 Grade 3,2149,2979,5128,Kamma,MMR009015
 Grade 4,2772,3499,6271,Kamma,MMR009015
 Grade 5,11327,13318,24645,Kamma,MMR009015
 Grade 6,1891,1799,3690,Kamma,MMR009015
 Grade 7,1561,1401,2962,Kamma,MMR009015
 Grade 8,1712,1350,3062,Kamma,MMR009015
 Grade 9,1930,1486,3416,Kamma,MMR009015
 Grade 10,1133,897,2030,Kamma,MMR009015
 Grade 11,1605,1396,3001,Kamma,MMR009015
 College,420,482,902,Kamma,MMR009015
 Vocational training,63,46,109,Kamma,MMR009015
 Undergraduate diploma,95,71,166,Kamma,MMR009015
 Graduate,697,1228,1925,Kamma,MMR009015
 Postgraduate diploma,15,23,38,Kamma,MMR009015
 Master degree,4,14,18,Kamma,MMR009015
 PhD,2,-,2,Kamma,MMR009015
 Other,154,134,288,Kamma,MMR009015
 Total,33146,36751,69897,Kamma,MMR009015
