Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4548,7132,11680,Mahaaungmye,MMR010003
 Grade 1,2134,2397,4531,Mahaaungmye,MMR010003
 Grade 2,2804,3689,6493,Mahaaungmye,MMR010003
 Grade 3,4230,5839,10069,Mahaaungmye,MMR010003
 Grade 4,8791,11332,20123,Mahaaungmye,MMR010003
 Grade 5,14775,16795,31570,Mahaaungmye,MMR010003
 Grade 6,6376,6324,12700,Mahaaungmye,MMR010003
 Grade 7,6176,5253,11429,Mahaaungmye,MMR010003
 Grade 8,7316,5956,13272,Mahaaungmye,MMR010003
 Grade 9,8884,6732,15616,Mahaaungmye,MMR010003
 Grade 10,8842,7860,16702,Mahaaungmye,MMR010003
 Grade 11,10119,9168,19287,Mahaaungmye,MMR010003
 College,7952,5700,13652,Mahaaungmye,MMR010003
 Vocational training,237,210,447,Mahaaungmye,MMR010003
 Undergraduate diploma,1136,237,1373,Mahaaungmye,MMR010003
 Graduate,13616,19960,33576,Mahaaungmye,MMR010003
 Postgraduate diploma,220,433,653,Mahaaungmye,MMR010003
 Master degree,412,1314,1726,Mahaaungmye,MMR010003
 PhD,168,320,488,Mahaaungmye,MMR010003
 Other,402,220,622,Mahaaungmye,MMR010003
 Total,109138,116871,226009,Mahaaungmye,MMR010003
