Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5319,9124,14443,Sagaing,MMR005001
 Grade 1,3593,4151,7744,Sagaing,MMR005001
 Grade 2,4919,6904,11823,Sagaing,MMR005001
 Grade 3,7765,11595,19360,Sagaing,MMR005001
 Grade 4,12631,17061,29692,Sagaing,MMR005001
 Grade 5,34846,43318,78164,Sagaing,MMR005001
 Grade 6,7926,8765,16691,Sagaing,MMR005001
 Grade 7,7049,6559,13608,Sagaing,MMR005001
 Grade 8,7914,6319,14233,Sagaing,MMR005001
 Grade 9,8892,6972,15864,Sagaing,MMR005001
 Grade 10,7596,6324,13920,Sagaing,MMR005001
 Grade 11,7918,6956,14874,Sagaing,MMR005001
 College,4070,4035,8105,Sagaing,MMR005001
 Vocational training,270,195,465,Sagaing,MMR005001
 Undergraduate diploma,798,582,1380,Sagaing,MMR005001
 Graduate,7073,10056,17129,Sagaing,MMR005001
 Postgraduate diploma,200,263,463,Sagaing,MMR005001
 Master degree,154,506,660,Sagaing,MMR005001
 PhD,41,59,100,Sagaing,MMR005001
 Other,3385,3342,6727,Sagaing,MMR005001
 Total,132359,153086,285445,Sagaing,MMR005001
