Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8143,9835,17978,Ngazun,MMR010021
 Grade 1,1716,1618,3334,Ngazun,MMR010021
 Grade 2,2292,2816,5108,Ngazun,MMR010021
 Grade 3,3854,5054,8908,Ngazun,MMR010021
 Grade 4,5194,7022,12216,Ngazun,MMR010021
 Grade 5,15709,20448,36157,Ngazun,MMR010021
 Grade 6,2466,3138,5604,Ngazun,MMR010021
 Grade 7,2262,2366,4628,Ngazun,MMR010021
 Grade 8,1967,2038,4005,Ngazun,MMR010021
 Grade 9,1991,1744,3735,Ngazun,MMR010021
 Grade 10,1784,1746,3530,Ngazun,MMR010021
 Grade 11,1794,1694,3488,Ngazun,MMR010021
 College,890,733,1623,Ngazun,MMR010021
 Vocational training,43,36,79,Ngazun,MMR010021
 Undergraduate diploma,89,61,150,Ngazun,MMR010021
 Graduate,1215,1879,3094,Ngazun,MMR010021
 Postgraduate diploma,24,39,63,Ngazun,MMR010021
 Master degree,13,36,49,Ngazun,MMR010021
 PhD,3,3,6,Ngazun,MMR010021
 Other,400,360,760,Ngazun,MMR010021
 Total,51849,62666,114515,Ngazun,MMR010021
