Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,4358,1755,6113,Ye,MMR011006
 Rural,13528,10350,23878,Ye,MMR011006
 Total,17886,12105,29991,Ye,MMR011006
