Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1353,1135,2488,Gwa,MMR012017
 Rural,2174,6583,8757,Gwa,MMR012017
 Total,3527,7718,11245,Gwa,MMR012017
