Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,3579,1141,4720,Thazi,MMR010030
 Rural,15301,24871,40172,Thazi,MMR010030
 Total,18880,26012,44892,Thazi,MMR010030
