Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,155,39,194,Kongyan,MMR015023
 Rural,1413,3855,5268,Kongyan,MMR015023
 Total,1568,3894,5462,Kongyan,MMR015023
