Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,369,100,469,Panwine,MMR015007
 Rural,4754,8746,13500,Panwine,MMR015007
 Total,5123,8846,13969,Panwine,MMR015007
