Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,7873,2833,10706,Thaton,MMR011007
 Rural,17629,19949,37578,Thaton,MMR011007
 Total,25502,22782,48284,Thaton,MMR011007
