Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,2612,645,3257,Namtu,MMR015015
 Rural,4729,3655,8384,Namtu,MMR015015
 Total,7341,4300,11641,Namtu,MMR015015
