Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,8711,3004,11715,Thanbyuzayat,MMR011004
 Rural,15251,9268,24519,Thanbyuzayat,MMR011004
 Total,23962,12272,36234,Thanbyuzayat,MMR011004
