Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,21509,12663,34172,Dagon Myothit(Seik),MMR013021
 Rural,2077,1656,3733,Dagon Myothit(Seik),MMR013021
 Total,23586,14319,37905,Dagon Myothit(Seik),MMR013021
