Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1639,284,1923,Theinni,MMR015002
 Rural,5768,4088,9856,Theinni,MMR015002
 Total,7407,4372,11779,Theinni,MMR015002
