Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,7450,796,8246,Zeyarthiri,MMR018001
 Rural,9268,8561,17829,Zeyarthiri,MMR018001
 Total,16718,9357,26075,Zeyarthiri,MMR018001
