Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,24285,7610,31895,Dagon Myothit(East),MMR013020
 Rural,1007,1011,2018,Dagon Myothit(East),MMR013020
 Total,25292,8621,33913,Dagon Myothit(East),MMR013020
