Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,2130,916,3046,Einme,MMR017015
 Rural,18129,25280,43409,Einme,MMR017015
 Total,20259,26196,46455,Einme,MMR017015
