Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,12917,5980,18897,Myingyan,MMR010017
 Rural,14455,28988,43443,Myingyan,MMR010017
 Total,27372,34968,62340,Myingyan,MMR010017
