Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,301,518,819,Shwethaungyan(ST),MMR017001
 Rural,3609,5753,9362,Shwethaungyan(ST),MMR017001
 Total,3910,6271,10181,Shwethaungyan(ST),MMR017001
