Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1241,978,2219,Mongkai,MMR014016
 Rural,654,13459,14113,Mongkai,MMR014016
 Total,1895,14437,16332,Mongkai,MMR014016
