Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,4169,3034,7203,Labutta,MMR017016
 Rural,13594,34349,47943,Labutta,MMR017016
 Total,17763,37383,55146,Labutta,MMR017016
