Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,14766,3943,18709,Thanlyin,MMR013023
 Rural,25712,17176,42888,Thanlyin,MMR013023
 Total,40478,21119,61597,Thanlyin,MMR013023
