Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1052,688,1740,Thapaung,MMR017003
 Rural,12910,22587,35497,Thapaung,MMR017003
 Total,13962,23275,37237,Thapaung,MMR017003
