Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1202,267,1469,Monekoe(ST),MMR015009
 Rural,1077,1812,2889,Monekoe(ST),MMR015009
 Total,2279,2079,4358,Monekoe(ST),MMR015009
