Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,5523,609,6132,Namkham,MMR015010
 Rural,8474,6811,15285,Namkham,MMR015010
 Total,13997,7420,21417,Namkham,MMR015010
