Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,906,427,1333,Minepyin,MMR016007
 Rural,2603,6669,9272,Minepyin,MMR016007
 Total,3509,7096,10605,Minepyin,MMR016007
