Urban_Rural,Television_Yes,Television_No,Television_Total,Township,MIMU_code
 Urban,1310,408,1718,Linkhe`,MMR014018
 Rural,3615,3055,6670,Linkhe`,MMR014018
 Total,4925,3463,8388,Linkhe`,MMR014018
