Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),11945,14335,26280,Kyaukhtu(ST),MMR009025
 Associate Scrutiny Card (blue),4,4,8,Kyaukhtu(ST),MMR009025
 Naturalised Scrutiny Card (green),10,7,17,Kyaukhtu(ST),MMR009025
 National Registration Card (3-fold),18,20,38,Kyaukhtu(ST),MMR009025
 Religious card,92,5,97,Kyaukhtu(ST),MMR009025
 Temporary Registration Card (white),3,4,7,Kyaukhtu(ST),MMR009025
 None,888,859,1747,Kyaukhtu(ST),MMR009025
 Child under 10 years,2377,2294,4671,Kyaukhtu(ST),MMR009025
 Total,15337,17528,32865,Kyaukhtu(ST),MMR009025
