Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,563,5436,5999,Kyonpyaw,MMR017005
 Rural,2794,50695,53489,Kyonpyaw,MMR017005
 Total,3357,56131,59488,Kyonpyaw,MMR017005
