Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,4,815,819,Shwethaungyan(ST),MMR017001
 Rural,263,9099,9362,Shwethaungyan(ST),MMR017001
 Total,267,9914,10181,Shwethaungyan(ST),MMR017001
