Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,3203,100604,103807,Hlinethaya,MMR013008
 Rural,981,43923,44904,Hlinethaya,MMR013008
 Total,4184,144527,148711,Hlinethaya,MMR013008
