Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,365,6443,6808,Tantyan,MMR015004
 Rural,429,27905,28334,Tantyan,MMR015004
 Total,794,34348,35142,Tantyan,MMR015004
