Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,74,2396,2470,Pauktaw,MMR012007
 Rural,521,27553,28074,Pauktaw,MMR012007
 Total,595,29949,30544,Pauktaw,MMR012007
