Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,215,638,853,Minemaw,MMR015008
 Rural,678,8914,9592,Minemaw,MMR015008
 Total,893,9552,10445,Minemaw,MMR015008
