Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,4213,4386,8599,Lanmadaw,MMR013035
 Total,4213,4386,8599,Lanmadaw,MMR013035
