Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,1831,22891,24722,Zabuthiri,MMR018002
 Rural,8,1590,1598,Zabuthiri,MMR018002
 Total,1839,24481,26320,Zabuthiri,MMR018002
