Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,535,7048,7583,Mawlamyinegyun,MMR017018
 Rural,4069,63234,67303,Mawlamyinegyun,MMR017018
 Total,4604,70282,74886,Mawlamyinegyun,MMR017018
