Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,1725,7377,9102,Kengtung,MMR016001
 Rural,430,24564,24994,Kengtung,MMR016001
 Total,2155,31941,34096,Kengtung,MMR016001
