Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,112,1448,1560,Minelar,MMR016005
 Rural,341,3307,3648,Minelar,MMR016005
 Total,453,4755,5208,Minelar,MMR016005
