Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,121,2055,2176,Kyaikemaraw,MMR011002
 Rural,1581,35131,36712,Kyaikemaraw,MMR011002
 Total,1702,37186,38888,Kyaikemaraw,MMR011002
