Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,452,2607,3059,Nyaungshwe,MMR014002
 Rural,358,39217,39575,Nyaungshwe,MMR014002
 Total,810,41824,42634,Nyaungshwe,MMR014002
