Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,496,4224,4720,Thazi,MMR010030
 Rural,881,39291,40172,Thazi,MMR010030
 Total,1377,43515,44892,Thazi,MMR010030
