Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,68,1147,1215,Maei(ST),MMR012016
 Rural,253,8485,8738,Maei(ST),MMR012016
 Total,321,9632,9953,Maei(ST),MMR012016
