Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,350,980,1330,Le`char,MMR014012
 Rural,226,7234,7460,Le`char,MMR014012
 Total,576,8214,8790,Le`char,MMR014012
