Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,147,1909,2056,Htantabin,MMR013006
 Rural,960,31195,32155,Htantabin,MMR013006
 Total,1107,33104,34211,Htantabin,MMR013006
