Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,1965,41910,43875,Pyigyidagun,MMR010005
 Total,1965,41910,43875,Pyigyidagun,MMR010005
