Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,384,3047,3431,Phekon,MMR014010
 Rural,416,16237,16653,Phekon,MMR014010
 Total,800,19284,20084,Phekon,MMR014010
