Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,46,2202,2248,Yanbye,MMR012013
 Rural,187,19983,20170,Yanbye,MMR012013
 Total,233,22185,22418,Yanbye,MMR012013
